,id,title,release_date,overview,popularity,vote_average,vote_count
1754,267860,London Has Fallen,2016-03-02,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",69.284,6.1,3944
1755,12593,Fritz the Cat,1972-04-12,"A swinging, hypocritical college student cat raises hell in a satirical vision of the 1960s.",13.353,6.1,230
1756,296360,Love & Friendship,2016-05-26,"From Jane Austen’s novella, the beautiful and cunning Lady Susan Vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. Two young men, handsome Reginald DeCourcy and wealthy Sir James Martin, severely complicate her plans.",16.893,6.1,441
1757,84204,Grabbers,2012-08-10,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",14.183,6.1,338
1758,69668,Dream House,2011-09-29,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",13.783,6.1,1145
1759,55846,Blitz,2011-05-20,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,112.762,6.1,1292
1760,74726,Juan of the Dead,2011-10-14,"While Havana is full of zombies hungry for human flesh, official media reported that the disturbances are caused by dissidents paid by the United States. Panic seizes all until Juan comes to the rescue: he discovers he can kill the undead destroying his brain, and decides to start a small business under the slogan ""We kill your loved ones.""",7.103,6.1,207
1761,31578,Body Bags,1993-08-07,"Three tales, each more terrifying than the last. . . . A woman who is stalked by an axe-weilding maniac . . . a man who pays the ultimate price for a beautiful head of hair . . . and a vision of life—seen through the eyes of a killer.",11.794,6.1,221
1762,11286,The Cannonball Run,1981-06-19,"A cross-country road race is based on an actual event, the Cannonball Baker Sea to Shining Sea Memorial Trophy Dash, organized by Brock Yates to protest the 55 mph speed limit then in effect in the U.S. The Cannonball was named for Erwin G. ""Cannonball"" Baker, who in the roaring 20's rode his motorcycle across the country. Many of the characters are based on ruses developed by real Cannonball racers over the several years that the event was run.",15.061,6.1,461
1763,8916,Antz,1998-10-02,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",45.386,6.1,3759
1764,574861,No Filter,2019-04-03,"Beatrice celebrates with her family the release of her book: she tells about the accident of her husband Frederic. He became blind and without filter - always so funny and seductive, he is totally unpredictable. But this book, hymn-to-life, will turn into a joyful fist because if Beatrice changed the names, each of his friends seeks to find his character. The book awakens secret jealousies, while the group of friends and family pitch.",14.507,6.1,259
1765,613080,Once Upon a Time in Bethlehem,2019-12-12,"A thief and a priest end up magically transported in the year 0's Palestine, where they'll have to make sure that the Nativity will follow its course.",7.033,6.1,392
1766,296065,Last Shift,2014-10-25,"A rookie cop's world is turned upside down when she comes face to face with Paymon - King Of Hell. Officer Jessica Loren has the last shift at a transitioning police station, assigned to wait for a crew picking up bio-hazard waste from the armoury. But unbeknownst to her, cult leader John Michael Paymon has haunted the department ever since he committed suicide in custody. Jessica is about to find out just how dangerous he still is, all alone on the graveyard shift...",14.844,6.1,408
1767,121936,Happiness Never Comes Alone,2012-06-27,"Sacha is a real seducer, a man with no ties or emotional or professional. Charlotte is a modern and independent woman, but barely has time to care for their three children. While Sacha and Charlotte are, at first glance, two incompatible beings, when they meet soon discover that they are quite complementary and need each other.",8.784,6.1,384
1768,12412,Miracle at St. Anna,2008-09-15,"Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II.",14.631,6.1,297
1769,10013,Peggy Sue Got Married,1986-10-10,"Peggy Sue faints at a high school reunion. When she wakes up she finds herself in her own past, just before she finished school.",12.125,6.1,395
1770,13673,Christmas with the Kranks,2004-11-24,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair call son Christmas Eve to announce a surprise visit with her new fiancée, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!",16.655,6.1,855
1771,9836,Happy Feet,2006-11-16,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",104.818,6.1,4195
1772,9619,Dante's Peak,1997-02-07,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",29.201,6.1,1425
1773,9506,Anger Management,2003-04-11,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",34.156,6.1,2494
1774,91550,Violet & Daisy,2011-09-15,"Two teenage assassins accept what they think will be a quick-and-easy job, until an unexpected target throws them off their plan.",8.057,6.1,212
1775,15413,Don't Tell Mom the Babysitter's Dead,1991-06-07,"Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",14.132,6.1,321
1776,14240,Maniac Cop,1988-05-13,"In New York, people are slain and strangled to death brutally on the open street. All witnesses agree that the murderer was in a cop's uniform. Soon the police search and find a suspect in its own ranks: Jack Forrest, suspected of murdering his own wife and the rest of the unfortunate individuals to die by the Maniac Cop’s reign of terror. To prove his innocence, he investigates the case with his partner, Theresa Mallory.",12.137,6.1,311
1777,296,Terminator 3: Rise of the Machines,2003-07-02,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",48.498,6.1,5368
1778,152792,Devil's Knot,2013-05-09,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,27.186,6.1,534
1779,326285,American Pastoral,2016-10-20,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",18.311,6.1,569
1780,287903,Krampus,2015-11-26,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",28.421,6.1,1643
1781,244264,Laggies,2014-09-25,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",10.768,6.1,994
1782,72545,Journey 2: The Mysterious Island,2012-01-19,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",194.559,6.1,3483
1783,595148,Irresistible,2020-07-01,"A Democratic political consultant helps a retired Marine colonel run for mayor in a small, conservative Wisconsin town.",11.825,6.1,293
1784,496743,Aniara,2019-02-01,"A ship carrying settlers to a new home on Mars after Earth is rendered uninhabitable is knocked off-course, causing the passengers to consider their place in the universe.",10.979,6.1,204
1785,21845,Rookie of the Year,1993-07-07,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",14.395,6.1,257
1786,10068,Nine 1/2 Weeks,1986-02-09,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",25.704,6.1,726
1787,524247,The Intruder,2019-05-03,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,34.322,6.1,419
1788,317744,Careful What You Wish For,2015-05-06,"A guy gets more than he bargained for after entering into an affair with the wife of an investment banker. Soon, a suspicious death and substantial life insurance policy embroil him in a scandal.",27.108,6.1,335
1789,137094,Jack Ryan: Shadow Recruit,2014-01-15,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",39.993,6.1,2414
1790,143049,Adult World,2013-04-18,"Amy, a naive college graduate who believes she's destined to be a great poet, begrudgingly accepts a job at a sex shop while she pursues a mentorship with reclusive writer Rat Billings.",20.066,6.1,316
1791,59981,Legends of Oz: Dorothy's Return,2014-05-08,"Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City.",19.777,6.1,233
1792,15969,The Return of Jafar,1994-05-20,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",50.749,6.1,2457
1793,9085,Harlem Nights,1989-11-17,"'Sugar' Ray is the owner of an illegal casino and must contend with the pressure of vicious gangsters and corrupt police who want to see him go out of business. In the world of organised crime and police corruption in the 1920s, any dastardly trick is fair.",16.4,6.1,232
1794,955,Mission: Impossible II,2000-05-24,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",35.307,6.1,5243
1795,11419,Vegas Vacation,1997-02-13,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",13.91,6.1,478
1796,331313,Keeping Up with the Joneses,2016-10-20,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,25.879,6.1,1676
1797,21788,Trouble at Timpetill,2008-12-17,"The children of a small European mountain village end up being its only residents, soon after the adults cannot take their behavior any longer.",7.619,6.1,334
1798,17182,Eye for an Eye,1996-01-12,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",11.632,6.1,258
1799,446807,The Girl in the Spider's Web,2018-10-25,"In Stockholm, Sweden, hacker Lisbeth Salander is hired by Frans Balder, a computer engineer, to retrieve a program that he believes it is too dangerous to exist.",27.294,6.1,1081
1800,10025,Just My Luck,2006-02-28,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",19.593,6.1,1593
1801,13825,The Lazarus Project,2008-10-24,"After Ben Garvey foolishly turned back to crime, he thought his life was over when he was sentenced to death by lethal injection. But his death sentence isn't quite what it seems, as Ben regains consciousness near an eerie psychiatric ward, where he's told he's been hired as the groundskeeper. With the state of his soul in question, and the love for his wife and daughter all the more real and powerful, Ben must figure out if he's truly cheated death, or if he's become part of something far more sinister.",13.664,6.1,285
1802,11707,Tightrope,1984-08-17,"Wes Block is a detective who's put on the case of a serial killer. His victims are young and pretty women, which he rapes and murders. The murders are getting personal when the killer chooses victims who are acquaintances of Block. Even his daughters are threatened.",10.386,6.1,246
1803,10523,W.,2008-10-17,"The story of the eventful life of George W. Bush—his struggles and triumphs, how he found both his wife and his faith—and the critical days leading up to his decision to invade Iraq.",8.946,6.1,414
1804,8130,Desperately Seeking Susan,1985-03-29,"Roberta is a bored suburban housewife who is fascinated with a woman, Susan, she only knows about by reading messages to and from her in the personals section of the newspaper. This fascination reaches a peak when an ad with the headline ""Desperately Seeking Susan"" proposes a rendezvous. Roberta goes too, and in a series of events involving amnesia and mistaken identity, steps into Susan's life.",15.527,6.1,329
1805,408439,Hounds of Love,2016-10-07,"When Vicki Maloney is randomly abducted from a suburban street by a disturbed couple, she soon observes the dynamic between her captors and quickly realises she must drive a wedge between them if she is to survive.",13.583,6.1,266
1806,398920,He Even Has Your Eyes,2017-01-18,"Paul is married to Sali. Everything would be fine if they could get a child. Until the day when Sali receives the call that they have been waiting for so long: their adoption file is approved. He is adorable, he is 6 months old, his name is Benjamin. He is blond with blue eyes and white. They - are black.",15.531,6.1,448
1807,50204,Burke & Hare,2010-10-29,Two 19th-century opportunists become serial killers so that they can maintain their profitable business supplying cadavers to an anatomist.,11.119,6.1,381
1808,404733,Overdrive,2017-06-29,"Master car thieves square off against French gangsters in the South of France with money, women and lives all on the line.",29.92,6.1,779
1809,290999,Wyrmwood: Road of the Dead,2014-09-19,"Barry is a talented mechanic and family man whose life is torn apart on the eve of a zombie apocalypse. His sister, Brooke, is kidnapped by a sinister team of gas-mask wearing soldiers & experimented on by a psychotic doctor. While Brooke plans her escape Barry goes out on the road to find her & teams up with Benny, a fellow survivor - together they must arm themselves and prepare to battle their way through hordes of flesh-eating monsters in a harsh Australian bushland.",25.164,6.1,331
1810,8884,Franklyn,2008-10-16,"Set between the parallel worlds of contemporary London and the futuristic faith dominated metropolis of Meanwhile City, Franklyn weaves a tale of four souls, whose lives are intertwined by fate, romance and tragedy. As these worlds collide, a single bullet determines the destiny of these four characters.",10.661,6.1,275
1811,274855,Geostorm,2017-10-13,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",63.177,6.1,3905
1812,72358,A Thousand Words,2012-03-07,"Jack McCall is a fast-talking literary agent, who can close any deal, any time, any way. He has set his sights on New Age guru Dr. Sinja for his own selfish purposes. But Dr. Sinja is on to him, and Jack’s life comes unglued after a magical Bodhi tree mysteriously appears in his backyard. With every word Jack speaks, a leaf falls from the tree and he realizes that when the last leaf falls, both he and the tree are toast. Words have never failed Jack McCall, but now he’s got to stop talking and conjure up some outrageous ways to communicate or he’s a goner.",47.032,6.1,1104
1813,48171,The Rite,2011-01-28,"Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.",74.244,6.1,1692
1814,33909,Wall Street: Money Never Sleeps,2010-09-02,"As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",14.62,6.1,1241
1815,531309,Brightburn,2019-05-09,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",57.14,6.1,2375
1816,399031,Happy End,2017-06-21,A well-to-do French family living in Calais deal with a series of setbacks and crises while paying little attention to the grim conditions in the refugee camps within a few miles of their home.,12.462,6.1,296
1817,701175,The Paramedic,2020-09-16,"Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",19.126,6.1,508
1818,520663,The Woman in the Window,2021-05-14,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,41.081,6.1,1450
1819,192102,3 Days to Kill,2014-02-14,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",21.025,6.1,1800
1820,261392,American Ultra,2015-08-19,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",35.661,6.1,2406
1821,2768,American Gigolo,1980-02-08,"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him.",18.867,6.1,454
1822,567970,Lost Girls,2020-01-28,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",18.301,6.1,562
1823,395814,Rememory,2017-09-08,The widow of a wise professor stumbles upon one of his inventions that's able to record and play a person's memory.,13.911,6.1,341
1824,253687,Smart Ass,2014-04-02,"Kelly, Dan and Louis are students at a prestigious business school, destined to become tomorrow's elite. The industrious trio are determined to start putting their education into practise from the off in an attempt to make as much money as they can from their fellow students. Working on the theory that relationships between the sexes can be regulated by market principles, they begin to inflate the popularity of certain individuals artificially, by hiring beautiful and sexy off-campus women as their dates for exclusive and riotous college parties. However their perfect business model soon spirals out of control as their moneymaking scheme takes off in a big way across campus.",7.785,6.1,257
1825,13168,Smiley Face,2007-05-24,"Jane, a struggling but perpetually stoned actress, has a busy day ahead. She has several important tasks on her list, including buying more marijuana. Even though she already has a good start on the day's planned drug use, she eats her roommate's pot-laced cupcakes and embarks on a series of misadventures all over Los Angeles.",9.918,6.1,205
1826,11123,Earthquake,1974-01-01,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.",13.124,6.1,241
1827,8409,A Man Apart,2003-04-04,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",19.011,6.1,697
1828,13203,Son in Law,1993-07-02,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",9.851,6.1,214
1829,10411,The Distinguished Gentleman,1992-12-04,"A Florida con man uses the passing of the long time Congressman from his district who he just happens to share a name with, to get elected to his version of paradise, Congress, where the money flows from lobbyists. But soon he learns the nature of the game and decides to fight back the only way he knows how, with a con.",7.792,6.1,230
1830,2665,Airplane II: The Sequel,1982-12-10,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past, Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",15.769,6.1,804
1831,263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016-02-18,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",29.969,6.1,515
1832,54004,Passport to Paris,1999-11-09,"Sent to Paris to visit their grandfather, the twins fall in love with France, not to mention two French boys.",10.559,6.1,242
1833,17337,The Land Before Time VI: The Secret of Saurus Rock,1998-12-01,"Legends claim that Saurus Rock keeps bad luck out of the Great Valley. Is it really true? Could the mysterious Longneck named Doc be the famous Lone Dinosaur, who can defeat a Sharptooth with his lasso-like tail? To find out, Littlefoot and company must cross the great Valley and face a dangerous Sharptooth themselves!",13.225,6.1,221
1834,10153,Sphere,1998-02-13,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",16.059,6.1,1251
1835,578908,Bad Trip,2020-09-26,Two pals embark on a road trip full of funny pranks that pull real people into mayhem.,129.724,6.1,355
1836,228165,The SpongeBob Movie: Sponge Out of Water,2015-01-28,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",75.361,6.1,1946
1837,79433,Ronal the Barbarian,2011-09-27,"Ronal is a young barbarian with low self-esteem, the polar opposite of all the muscular barbarians in his village. He's a real wuss. However, as fate would have it, responsibility for the tribe's survival falls on Ronal's scrawny shoulders, when the evil Lord Volcazar raids the village and abducts every living barbarian with the exception of Ronal, who is forced to go on a perilous quest to save his enslaved clan and thwart Volcazar’s plot to rule the world. Along the way, our unlikely hero is joined by Alibert the buttery bard, Zandra the gorgeous shield-maiden and Elric the metrosexual elfin guide. To ultimately vanquish the enemy, the band must overcome awesome challenges.",12.215,6.1,205
1838,54113,The Swan Princess: Escape from Castle Mountain,1997-01-01,"The first wedding anniversary of Princess Odette and Prince Derek is distracted by field fires set by Knuckles. His master Clavius, wants to conquer the world, and he needs to capture a giant orb to do that. Clavius kidnaps Queen Uberta and Odette with Derek have to save her.",16.207,6.1,246
1839,35791,Resident Evil: Afterlife,2010-09-09,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",3.063,6.1,3129
1840,11351,Jeepers Creepers 2,2003-08-08,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive. Staring hungrily at them through the school bus windows, the ""Creeper"" returns again and again. But when the teammates discover that it’s selective about whom it attacks, it will test their ability to stick together – as the insatiable menace tries to tear them apart!",73.073,6.1,1200
1841,9286,Final Destination 3,2006-02-09,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",84.029,6.1,3018
1842,345922,Fist Fight,2017-02-16,"When one school teacher gets the other fired, he is challenged to an after-school fight.",31.182,6.1,1051
1843,60405,Sharpay's Fabulous Adventure,2011-04-19,"After a talent scout spots her performing with her dog Boi at a charity gala, Sharpay Evans sets off for the bright lights of NYC, convinced instant fame and fortune are in the bag. But theatre's a dog-eat-dog world. Fortunately, Sharpay also meets Peyton, a handsome student filmmaker who finds Sharpay nearly as fascinating as she finds herself.",33.952,6.1,463
1844,15189,Hotel for Dogs,2009-01-16,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",15.197,6.1,722
1845,12088,Fortress,1992-09-30,"In the future, the inmates of a private underground prison are computer-controlled with cameras, dream readers, and devices that can cause pain or death. John (Christopher Lambert) and his illegally pregnant wife Karen (Loryn Locklin) are locked inside ""The Fortress"" but are determined to escape before the birth of their baby.",12.543,6.0,478
1846,290764,Tracers,2015-01-15,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",64.074,6.0,967
1847,12220,The Story of Us,1999-10-14,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,11.359,6.0,241
1848,183,The Wizard,1989-12-15,"Corey refuses to let his emotionally disturbed younger brother Jimmy be institutionalized, and the two run away together. They soon join forces with a resourceful girl, who notices that Jimmy has a special talent: he is a ""wizard"" at video games and can achieve the high score on absolutely everything he plays. Evading their parents and a sinister bounty hunter, the trio head for a climactic showdown at the national video game championships in California.",9.715,6.0,241
1849,539181,Relic,2020-07-03,"When Edna—the elderly and widowed matriarch of the family—goes missing, her daughter and granddaughter travel to their remote family home to find her. Soon after her return, they start to discover a sinister presence haunting the house and taking control of Edna.",14.992,6.0,516
1850,50321,Mars Needs Moms,2011-03-09,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",36.88,6.0,534
1851,36670,Never Say Never Again,1983-10-07,"James Bond returns as the secret agent 007 to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge.",22.951,6.0,1070
1852,9416,Money Talks,1997-08-22,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",9.357,6.0,280
1853,6520,First Knight,1995-07-07,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",18.059,6.0,938
1854,335866,Circle,2015-05-28,"In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there. Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die... executed by a strange device in the center of the room.",33.397,6.0,1562
1855,6217,Cat People,1982-04-02,"After years of separation, Irina and her minister brother, Paul, reunite in New Orleans in this erotic tale of the supernatural. When zoologists capture a wild panther, Irina is drawn to the cat -- and the zoo curator is drawn to her. Soon, Irina's brother will have to reveal the family secret: that when sexually aroused, they turn into predatory jungle cats.",14.635,6.0,351
1856,9997,Gabriel,2007-11-15,Gabriel tells the story of an archangel who fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.,13.568,6.0,333
1857,9910,Two for the Money,2005-10-07,A former college athlete joins forces with a sports consultant to handicap football games for high-rolling gamblers.,12.157,6.0,486
1858,548473,Color Out of Space,2019-09-07,"The Gardner family moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard, melts into the earth, and infects both the land and the properties of space-time with a strange, otherworldly colour. To their horror, the family discovers this alien force is gradually mutating every life form that it touches—including them.",29.879,6.0,928
1859,351964,The Escort,2015-11-05,"Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",50.958,6.0,334
1860,283726,The New Girlfriend,2014-09-06,A young woman makes a surprising discovery about the husband of her late best friend.,7.844,6.0,244
1861,258509,Alvin and the Chipmunks: The Road Chip,2015-12-17,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",53.371,6.0,1356
1862,88751,Journey to the Center of the Earth,2008-07-10,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",49.022,6.0,4010
1863,73108,Teen Spirit,2011-08-07,"Amber, a mean popular girl who gets electrocuted and dies, is not allowed to enter into heaven unless she helps the least popular girl in school become Prom Queen within a week, but things do not go as planned.",13.469,6.0,260
1864,2268,The Golden Compass,2007-12-04,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",35.267,6.0,3843
